"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2018-09-09","false","585","B07C2BHFCN","4","These Mama Bear gummy vitamins have a pleasant candy-like taste and a texture similar to Dots candy, in that they are firmer than other gummy vitamins and they have that domed gumdrop shape. They are organic and gluten free.These multivitamins are a good way to sneak in some extra nutrients into the diet of a picky eater.The price seems very high to me but I'm assuming it's due to the ""organic"" on the bottle. I'm not sure what the difference is between regular and organic vitamins but I digress; these vitamins are nice for kids.",,,,,"One person found this helpful","Mama Bear gummy vitamins","https://www.amazon.com/gp/customer-reviews/R2W87060MJTD91/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 9, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-08","false","586","B07C2BHFCN","4","My 13 and 9 year old liked the taste of these gummies saying there were not bad but my 2 year old spit them out.  I tried all the flavors and I thought they were not bad as well.  They taste like a typical gummy vitamin and are a little more dense  and not like a true gummy bear that you would think of.  All the flavors tasted about the same.  Overall, these are a good vitamin and have everything you would look for in a standard gummy vitamin.",,,,,"","Fairly good tasting gummy with all the right ingredients","https://www.amazon.com/gp/customer-reviews/R30LIIAXET2KE7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 8, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-29","false","587","B07C2BHFCN","4","My toddlers like these gummies- they have no problem taking 2 every morning and they like picking their favorite colors.The taste is great, like a “treat” for them. I also like the the serving is only 2 a day. Other brands we have tried have been 3-4 a day.If there is one thing I’d change is that I’d make them a bit softer. They are harder than the other brands we have tried.But overall, a good option!",,,,,"One person found this helpful","Good for toddlers","https://www.amazon.com/gp/customer-reviews/R69TW3NCWT3TH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 29, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-11","false","588","B07C2BHFCN","4","My 5, 3 and 2 year old all enjoy these vitamins (I cut the one for my 2 year old because they are a bit big and hard to chew.)One downside is that these are a stickier than other gummie vitamins that we have tried and stick to their teeth.",,,,,"","Good flavor but very sticky","https://www.amazon.com/gp/customer-reviews/R11UK2V1FOJEYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 11, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-06","false","589","B07C2BHFCN","5","These Mama Bear Organic Kids Multivitamins are rounded gumdrop shaped vitamins that are easy (and enjoyable) for both kids and adults to supplement their diets with. The texture is less gummy and more Swedish Fish candies, with a dense feeling chew that doesn't chew back like regular gummy bears do. These are made primarily with tapioca syrup and cane sugar, and have natural ingredients. The flavors are very fruity and bright, including organic lemon, maqui berry and black carrot juices, and the dosage is 2 gumdrops per day for children aged 2+.  My kids really like the taste of these, and I do too.","https://images-na.ssl-images-amazon.com/images/I/71MWRRbiBsL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/71kgemPQr0L._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/71xl0-odwPL._SY88.jpg",,"8 people found this helpful","If You Like Swedish Fish, ...You'll Love These Mama Bear Gummy Vits","https://www.amazon.com/gp/customer-reviews/R10Y1RHBQIDXIH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 6, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-09-14","false","590","B07C2BHFCN","5","I tasted these before my kids and I thought that the taste wasn't the best and the texture was hard to chew and not a gummy texture. My kids took these and absolutely loved them much to my surprise. They told me that they taste like a candy and that they would like me to give them a bottle for their birthday; very strange, haha. So the consensus of the kids is that they are great and enjoy taking these daily.",,,,,"One person found this helpful","Good taste, different texture","https://www.amazon.com/gp/customer-reviews/R1QCLJUCHRJPDZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 14, 2018","Style: Multivitamin Only"
"United States",,"2023-04-20","true","641","B07C2BHFCN","5","Finally a vitamin my child will take!",,,,,"","Best ones yet!","https://www.amazon.com/gp/customer-reviews/R2ZKJNTGYIOB64/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 20, 2023","Style: Multivitamin Only"
"United States",,"2021-03-08","true","642","B07C2BHFCN","5","Tastes good.",,,,,"","Vitamins","https://www.amazon.com/gp/customer-reviews/R2CQGA25IZY9BQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 8, 2021","Style: Multivitamin Only"
"United States",,"2022-10-29","true","643","B07C2BHFCN","5","Both my girls like these, especially my 2.5 year old. She’s always asking for more. The other is 7 and she didn’t like it the first day but now she does. I’m glad I found ones that are kosher, as we don’t eat pork.",,,,,"4 people found this helpful","My kids love","https://www.amazon.com/gp/customer-reviews/R1UKMG31Y5HNPL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 29, 2022","Style: Multivitamin Only"
"United States",,"2023-02-17","true","644","B07C2BHFCN","5","My toddler loves these vitamins! It’s like his treat of the day. He looks forward to having them everyday!",,,,,"","Great flavor!","https://www.amazon.com/gp/customer-reviews/RFU0FY9F6RN1T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 17, 2023","Style: Multivitamin Only"
"United States",,"2020-06-03","true","645","B07C2BHFCN","5","Need it for your kids",,,,,"","I love this","https://www.amazon.com/gp/customer-reviews/R1DEA5UJEYD8QS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 3, 2020","Style: Multivitamin Only"
"United States",,"2020-01-12","true","646","B07C2BHFCN","5","My daughter loves them!",,,,,"","Wicked good 👍","https://www.amazon.com/gp/customer-reviews/R1LWK93HVT1U6E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 12, 2020","Style: Multivitamin Only"
"United States",,"2021-03-07","true","647","B07C2BHFCN","5","My daughter takes them without any fuss.Best part for me is it’s organic, and reasonable prices. Will buy again!",,,,,"","No fuss multivitamin!","https://www.amazon.com/gp/customer-reviews/RAH0AJ7MYLSFV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 7, 2021","Style: Multivitamin Only"
"United States",,"2020-06-11","true","648","B07C2BHFCN","5","My children love them!!",,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/RI5QRTB6D86LG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 11, 2020","Style: Multivitamin Only"
"United States",,"2022-10-04","true","649","B07C2BHFCN","5","Good quality and taste. My child likes jt",,,,,"","My child likes it","https://www.amazon.com/gp/customer-reviews/R1DUL18IRLXV5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 4, 2022","Style: Multivitamin Only"
"United States",,"2020-04-21","true","650","B07C2BHFCN","5","I will keep ordering these for my kids. I love that they are organic and my kids love the taste. Worth the money.",,,,,"","Kids like them!","https://www.amazon.com/gp/customer-reviews/RV1L1U9H72X0Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 21, 2020","Style: Multivitamin Only"
"United States",,"2018-11-20","false","591","B07C2BHFCN","4","My son really likes these, he thinks they're candy. I have tried myself, and I am surprised to say they aren't bad! They are pretty chewy. Takes him a little to chomp at it. Thankful they aren't coated in sugar!",,,,,"","Not covered in sugar","https://www.amazon.com/gp/customer-reviews/RPHBG0MO2FLYG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 20, 2018","Style: Multivitamin Only"
"United States",,"2018-09-10","false","592","B07C2BHFCN","5","My kids (3 and 6) are picky eaters, but they like these.As far as the flavor goes, they have a decent fruity flavors that are pleasant, overall. As an adult I like them, and my kids like them, too, so that's a win in my book.Texture-wise, they're a bit chewier than other gummy vitamins, but it's not bad, and my kids don't mind it.One thing we were worried about was that many gummy vitamins tend to have a medicinal smell/taste, and these don't.For the price, I'll definitely be getting more when this jar runs out.",,,,,"One person found this helpful","Tastes pretty good, decent texture","https://www.amazon.com/gp/customer-reviews/R29WOHIAC03SW6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 10, 2018","Style: Multivitamin Only"
"United States",,"2019-07-22","false","593","B07C2BHFCN","5","My 3 year old is a super picky eater right now and I worry about him getting enough nutrients so I started him on different gummy brands. First tried the major brands like Flintstones etc. The flavor wasn't necessarily bad with those but the texture was too chewy (I tried them myself to see what the issue was). So we tried these out and they are perfect. They're soft and not difficult to chew. They taste great as well. He never forgets to take them.The only issue I have is the inevitable meltdown when he wants more than the recommended dose 😅 apparently regular gummy snacks aren't as good as these unfortunately.",,,,,"","Picky 3 year old loves them","https://www.amazon.com/gp/customer-reviews/RSZSVK9G3Z36Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 22, 2019","Style: Multivitamin Only"
"United States",,"2021-04-18","false","594","B07C2BHFCN","4","Kids love them!",,,,,"","Yummy","https://www.amazon.com/gp/customer-reviews/R1LL2MWGGXXQOM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 18, 2021","Style: Multivitamin Only"
"United States",,"2018-09-07","false","595","B07C2BHFCN","4","These are intended for kids and the dose is two gummies a dayc- for an adult, it would be four per day. These are a decent choice for my husband even with the four a day because they aren't as sugary as a lot of the adult versions. These are also a little softer. We were both able to detect a distinct lemon and orange flavor in the orange colored gummies and sort of generic berry in the rest. One thing he does like is there's no weird chemical after taste left behind.",,,,,"","Can taste the orange and lemon flavors clearly. No weird aftertaste, less sugary than other gummies","https://www.amazon.com/gp/customer-reviews/R2ZYLDDLMFHPSL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 7, 2018","Style: Multivitamin Only"
"United States",,"2018-11-19","false","596","B07C2BHFCN","5","They're multivitamin gummies that the kids enjoyed taking every day. My 5 year old would specifically ask if it was time to take her vitamins every evening, and she enjoyed taking them. They are pretty much candy - but at only one piece, if you're a believer in vitamins, these work.",,,,,"","Kids like them.","https://www.amazon.com/gp/customer-reviews/R2VGL845A6GCX2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 19, 2018","Style: Multivitamin Only"
"United States",,"2018-10-19","false","597","B07C2BHFCN","5","I tried these vitamins first. I'm a fan of gummy vitamins myself, so no big sacrifice there, haha.They are tasty, and have a good gummy consistency.It didn't take any convincing to get a toddler to take these.We've bought the Mama Bear baby foods, and now tried the vitamins. I'm pleased that Amazon is offering these products, as they've been comparable to the national brands.",,,,,"","Easy to get kids to take","https://www.amazon.com/gp/customer-reviews/R1XBBPA4AE3XCT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 19, 2018","Style: Multivitamin Only"
"United States",,"2020-03-25","false","598","B07C2BHFCN","5","Love it, I bougth for my daughter and i love it i est tooooooo jajajajaja very softly to eat my daughter love it",,,,,"","Love ittt","https://www.amazon.com/gp/customer-reviews/R3HHS699G5UO6N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 25, 2020","Style: Multivitamin Only"
"United States",,"2018-09-06","false","599","B07C2BHFCN","5","It's hard to get all nutrients into a child if they are either picky eaters or in general don't eat too much. This multivitamin gummies is what we resort to as being slightly lazy parents. Our kids loves gummies and these are according to them 'very yummy'  and my wife likes that they are organic and non-GMO products. Two thumbs up!",,,,,"","Kids love this yummy multivit gummies, and wife likes this organic product","https://www.amazon.com/gp/customer-reviews/R2FOOC234Q9T4H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 6, 2018","Style: Multivitamin Only"
"United States",,"2018-09-08","false","600","B07C2BHFCN","5","Both of my sons ages 2 and 4 love these vitamins! The texture of the vitamin is firm but easy to bite. I really like that they are not coated in a sugary coating, like other kids gummy vitamins we have. I do not care for the flavor but the kids love them and if it gets them to consume extra nutrients, that works for me!",,,,,"","My kids love","https://www.amazon.com/gp/customer-reviews/R1QJLKWY9QBHYA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 8, 2018","Style: Multivitamin Only"
"United States",,"2020-03-26","true","501","B07C2BHFCN","5","Beneficial",,,,,"","Beneficial","https://www.amazon.com/gp/customer-reviews/R3BTNDAYPZ3PA1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 26, 2020","Style: Multivitamin Only"
"United States",,"2018-12-18","true","502","B07C2BHFCN","5","My daughter is taking it and she likes it",,,,,"","I love it","https://www.amazon.com/gp/customer-reviews/R6U9GO9JQJL4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 18, 2018","Style: Multivitamin Only"
"United States",,"2018-12-15","true","503","B07C2BHFCN","5","My kids love Dots candy. These are a hit!",,,,,"","Tastes Like Dots","https://www.amazon.com/gp/customer-reviews/R3U4TC4IHUJGMR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 15, 2018","Style: Multivitamin Only"
"United States",,"2021-03-08","true","504","B07C2BHFCN","2","Plus for being a gummy but other than that, didn't see the benefits that were listed",,,,,"","Just Ok","https://www.amazon.com/gp/customer-reviews/RZ2WNO719IJZ2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 8, 2021","Style: Multivitamin Only"
"United States",,"2020-01-28","true","505","B07C2BHFCN","5","Excellent",,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/R2X8X9SE732UTH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 28, 2020","Style: Multivitamin Only"
"United States",,"2021-05-20","true","506","B07C2BHFCN","2","Too pricey ! Won’t buy again. Will look for something a bit cheaper",,,,,"","Mehhh","https://www.amazon.com/gp/customer-reviews/R14Z139TGVZ6F1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 20, 2021","Style: Multivitamin Only"
"United States",,"2019-03-29","true","507","B07C2BHFCN","5","My three kids all really like these.",,,,,"","Tasty gummies","https://www.amazon.com/gp/customer-reviews/R1E7L5QMYK2446/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 29, 2019","Style: Multivitamin Only"
"United States",,"2019-05-02","true","508","B07C2BHFCN","5","Do not put in your nose.",,,,,"","These go in your mouth.","https://www.amazon.com/gp/customer-reviews/R26DA5GSZUTCG7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 2, 2019","Style: Multivitamin Only"
"United States",,"2020-02-16","true","509","B07C2BHFCN","5","good!",,,,,"","good","https://www.amazon.com/gp/customer-reviews/R19Z2NQLLCWUN8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 16, 2020","Style: Multivitamin Only"
"United States",,"2020-04-06","true","510","B07C2BHFCN","1","My 2 year old was obsessed with his daily vitamin from Walmart. Amid the COVID-19 chaos, I couldn’t buy that brand anymore as it was always sold out. I ordered Mama Bear as as a replacement and he hated them. Would not eat them. Carried it and licked it but wouldn’t actually eat it. I agree the flavor is odd. Unfortunately I have a whole bottle minus 4 now that I have to throw away.",,,,,"One person found this helpful","Toddler hates taste","https://www.amazon.com/gp/customer-reviews/R3DE0FPNOBQIEE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 6, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-11-07","true","551","B07C2BHFCN","1","I hate to say it, but they just did not taste good. My two year old spit it out and gave it back to me, and my 4 year old didn’t like it either. I, as an adult, could handle eating them, but they aren’t tasty. They aren’t very sweet.",,,,,"21 people found this helpful","Fairly gross","https://www.amazon.com/gp/customer-reviews/R1V2TCE7QCJRBH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 7, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2018-10-11","true","552","B07C2BHFCN","2","my kids wouldnt even finish them.  spit it out and said it tastes like clay and texture doesnt fit well with them.",,,,,"","Tastes like clay","https://www.amazon.com/gp/customer-reviews/R3TSPTRLS97A86/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 11, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2019-12-11","true","553","B07C2BHFCN","2","My 3 year old  refused to eat it after trying it once",,,,,"","Taste my very","https://www.amazon.com/gp/customer-reviews/R13OIY9Q4OJ6NM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 11, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-05-06","true","554","B07C2BHFCN","1","My kids absolutely hate these. My husband also said they tasted “funky”. I can’t get my kids to take them so it was a waste. I don’t know why so many people like the flavor. They were a thumbs down in our household.",,,,,"","Kids said they were gross.","https://www.amazon.com/gp/customer-reviews/RXNS4YIZNL4V7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 6, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-07-12","true","555","B07C2BHFCN","2","Toddlers dis not like the taste.",,,,,"","Taste bad.","https://www.amazon.com/gp/customer-reviews/R27HEIREG9RC5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on July 12, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-10-30","true","556","B07C2BHFCN","2","Both of my children disliked the taste and consistency. Once it becomes a fight, back they go.",,,,,"","Kids don’t like the taste.","https://www.amazon.com/gp/customer-reviews/R28V3F9LDDOWD7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 30, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2021-11-17","true","557","B07C2BHFCN","1","Both my kids get Allergicit took me a month to figure out this product",,,,,"2 people found this helpful","My kids allergic to this product","https://www.amazon.com/gp/customer-reviews/RFTD4Z84KD0NB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 17, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2021-08-06","true","558","B07C2BHFCN","1","First order I got, was expired.  Requested a replacement, also expired, and now can't even return it for a refund.",,,,,"","Always expired.","https://www.amazon.com/gp/customer-reviews/RWSOXUVNMWWVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 6, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2020-02-08","true","559","B07C2BHFCN","1","This is just awful, it gave my 2.5 year old diarrhea and he couldn’t stop throwing up for 2 days, ALL NIGHT! Sheets, bed, everything...! Do not buy this crap!",,,,,"6 people found this helpful","DO NOT BUY THIS!!","https://www.amazon.com/gp/customer-reviews/R1I3LSRM2KL98K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 8, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-01-29","true","560","B07C2BHFCN","1","Product has been recalled for manufacturing violations .",,,,,"376 people found this helpful","Recalled product","https://www.amazon.com/gp/customer-reviews/R669XI6DIUZYL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 29, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-09-15","true","451","B07C2BHFCN","5","Everyone loves these!!  Great texture and also flavor!!",,,,,"","Will buy again!!","https://www.amazon.com/gp/customer-reviews/RJU507E5Y1QJC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 15, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-03-16","true","452","B07C2BHFCN","5","Love that these are organic and taste great. My daughter loves them.",,,,,"","5 stars","https://www.amazon.com/gp/customer-reviews/R2E2FEKUSUN1G6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 16, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-07-15","true","453","B07C2BHFCN","5","My kid loves these! Never an argument about gummy time!",,,,,"","Great texture and flavor!","https://www.amazon.com/gp/customer-reviews/R9SP9V8BR7A6Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on July 15, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-04-15","true","454","B07C2BHFCN","5","My daughter loves them!",,,,,"","Daughter is a fan","https://www.amazon.com/gp/customer-reviews/R6ASBUPX32GL2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 15, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-01-06","true","455","B07C2BHFCN","5","Amazing taste and texture, nice and soft. Wish they had some for adults.",,,,,"","Best gummy kids vitamins","https://www.amazon.com/gp/customer-reviews/R20AAIO29FN9V9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 6, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-02-16","true","456","B07C2BHFCN","5","My 2 year old loves these!!",,,,,"","Great!","https://www.amazon.com/gp/customer-reviews/RJXLPSPNSGVS8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 16, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-01-22","true","457","B07C2BHFCN","5","Good value for a better price.",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R3NR4EJD0QRI6P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 22, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-06-14","true","458","B07C2BHFCN","5","My son told me today these are his favorite vitamins.",,,,,"","Gummy goodness","https://www.amazon.com/gp/customer-reviews/R2M1OBCQDOJYSA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 14, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-02-14","true","459","B07C2BHFCN","5","Great value! Great taste too!",,,,,"","Great vitamins!","https://www.amazon.com/gp/customer-reviews/R1T9T7UO1UZLVO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 14, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-02-13","true","460","B07C2BHFCN","5","My son love it !",,,,,"","The taste is good!","https://www.amazon.com/gp/customer-reviews/RQBO3EWGE00F9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 13, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-10-28","true","431","B07C2BHFCN","5","The kids like the taste, I like the price and no gelatin added.Perfect combination !",,,,,"","kids like it","https://www.amazon.com/gp/customer-reviews/RX96UMESNVGNN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 28, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2019-04-18","true","432","B07C2BHFCN","5","My kids eat it, and so I think these vitamins are worth it.",,,,,"","Great Vitamins At A Fair Value","https://www.amazon.com/gp/customer-reviews/R165QUHAWQEVYS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 18, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-04-24","true","433","B07C2BHFCN","3","My daughter didn't like it. It's too sweeet",,,,,"","Taste","https://www.amazon.com/gp/customer-reviews/R2RX8RFL3DYNOW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 24, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2018-11-24","true","434","B07C2BHFCN","5","My kids LOVE these! Good taste and texture. I’ve put them on subscribe & save!",,,,,"","My kids never miss their vitamins now!","https://www.amazon.com/gp/customer-reviews/R3ABWN3TLFOG5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 24, 2018","Style: Multivitamin Only"
"United States","🇺🇸","2020-05-08","true","435","B07C2BHFCN","5","Good! My child loved them!",,,,,"","Good!","https://www.amazon.com/gp/customer-reviews/RKF8KATY36USE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 8, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-04-16","true","436","B07C2BHFCN","5","My kids love these and now they are the only ones we buy.",,,,,"","Add them to autoship!","https://www.amazon.com/gp/customer-reviews/R17915FJHQXUK0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 16, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-05-18","true","437","B07C2BHFCN","5","This is the only vitamin my son has taken daily without complaint.",,,,,"","Our favorite vitamins for kids.","https://www.amazon.com/gp/customer-reviews/R3KSBXDD9TBDMR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 18, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-02-20","true","438","B07C2BHFCN","5","My 4 yr old loves them! 👍🏻",,,,,"","Good!","https://www.amazon.com/gp/customer-reviews/RGLMLZ12LC9QC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 20, 2020","Style: Multivitamin Only"
